Mass,Gamma,b,Velocity,class
2.40485E+13,0.975189413,0.312792243,12.56583343,4
1.03855E+14,0.937169705,0.755968726,5.552166404,1
1.15533E+14,0.056998595,0.614033262,5.392276098,1
1.99547E+16,0.890420077,0.25771983,18.53208927,2
8.89516E+14,0.108178457,0.576358095,5.590624776,2
7.30323E+14,0.717839346,0.757063532,20.99997032,1
6.57193E+13,0.162955315,0.221927356,7.935457504,4
3.94855E+14,0.807114607,0.937552849,9.713926127,1
4.02013E+16,0.298326437,0.241850555,8.28291499,2
2.56228E+13,0.160717343,0.345487519,23.72450836,4
2.94377E+14,0.299256988,0.576566403,2.272347968,2
8.96848E+13,0.051304115,0.475920122,7.16607551,3
8.3838E+15,0.199646546,0.792669476,6.148542784,2
9.19049E+16,0.927557797,0.891532479,20.93611071,2
1.5394E+14,0.727244408,0.811920138,12.04656311,1
2.98622E+14,0.772611195,0.35082589,6.601426348,2
1.54333E+14,0.391853615,0.969817326,4.543548759,1
3.05931E+13,0.6899487,0.597151188,5.766361094,1
1.94865E+16,0.20648482,0.696757628,17.44376323,1
2.61606E+13,0.159666584,0.774391844,2.897791611,1
8.3054E+14,0.868877779,0.625705415,8.036428443,1
2.60226E+16,0.621418478,0.177343389,10.77468486,2
5.55981E+13,0.216983583,0.810007631,8.972399823,1
3.77209E+14,0.373519032,0.455249773,9.58147323,2
1.27901E+17,0.373447052,0.299028315,18.91711825,2
2.00658E+14,0.387319917,0.943295965,9.447303951,1
1.52944E+17,0.133362606,0.235490007,21.90446119,2
2.09188E+15,0.71829427,0.829335868,5.88262695,2
2.21261E+13,0.513360816,0.300155321,6.953102411,4
7.82443E+14,0.18811414,0.448352129,32.38230412,4
4.74055E+13,0.274089769,0.589232938,8.315834514,3
2.64808E+15,0.861526618,0.396397222,11.66749663,2
2.79614E+14,0.716490643,0.933753536,7.17160348,1
1.72914E+15,0.916374285,0.654990865,6.63793636,2
4.07657E+14,0.472321267,0.745826936,15.30993355,1
4.34746E+16,0.363735352,0.746265232,14.75927048,2
1.27919E+17,0.475790118,0.831668044,24.39968127,2
2.1121E+13,0.544341165,0.37810219,15.78952955,4
7.17163E+16,0.281822728,0.443053601,13.23871132,2
4.48404E+13,0.495710436,0.743816873,8.351220701,1
2.59496E+16,0.511214525,0.23755701,12.96219069,2
9.54722E+14,0.092364374,0.421868117,21.63634493,4
2.08442E+16,0.895255008,0.212808888,15.32965899,2
9.4466E+13,0.639150614,0.637932162,6.748117595,1
2.91143E+13,0.47855847,0.536434799,7.513957928,4
7.55548E+14,0.847126348,0.995087746,4.769872404,1
4.13062E+15,0.18182062,0.380882038,6.487048403,2
1.14661E+14,0.190986812,0.770728939,4.447016284,1
3.5435E+14,0.505351134,0.362025513,8.3559254,2
3.49695E+15,0.16820244,0.83303657,33.88830307,1
6.76502E+14,0.980877814,0.490673306,10.03501815,2
9.19254E+14,0.347614756,0.586995955,18.15085182,1
1.43536E+14,0.478070052,0.401023298,8.949097343,3
2.87251E+13,0.022861323,0.263187205,21.4374362,4
1.25629E+16,0.943518711,0.261679579,11.20176517,2
4.35078E+16,0.326480058,0.290262319,15.36407362,2
4.02522E+16,0.581698131,0.641390808,11.81768383,2
4.02856E+16,0.858005981,0.784170755,17.09657183,2
1.41717E+14,0.127044844,0.786777487,16.61053983,1
2.42431E+13,0.500679739,0.998906881,17.47006559,1
5.38886E+13,0.97774565,0.455369529,9.129359494,4
1.62889E+13,0.308145018,0.265404772,5.513365905,4
4.91116E+15,0.548447031,0.291973003,5.370366648,2
3.2019E+13,0.753355391,0.887219406,32.05293566,3
3.7261E+14,0.764659437,0.170554848,10.9110201,3
1.50317E+14,0.654636666,0.334052034,6.430903759,2
1.33748E+16,0.077828457,0.954425089,10.50131201,2
2.70291E+14,0.697655856,0.652006827,19.52525046,4
1.27187E+17,0.097400676,0.38333935,21.37660201,2
6.72242E+15,0.425808667,0.444439676,8.860660744,2
4.95706E+15,0.260996354,0.543314377,4.505392069,2
1.35232E+14,0.727294165,0.566033368,3.388293619,1
1.10359E+15,0.089501451,0.840251887,5.474955596,2
1.34589E+16,0.472033785,0.736575749,10.01061697,2
3.22981E+16,0.964658417,0.381364538,17.42569188,2
1.58057E+15,0.762092026,0.497421645,10.33330813,2
9.327E+15,0.785593517,0.895010379,22.25778704,1
4.56845E+13,0.307960558,0.842362824,2.876996803,1
7.7265E+16,0.747828135,0.551522483,20.30101664,2
3.6211E+15,0.023476672,0.614466704,7.594818595,2
1.259E+15,0.845997647,0.828185099,6.918830053,1
9.60538E+14,0.060583203,0.691396796,30.63168805,3
4.03449E+13,0.078107692,0.071095328,4.738216024,3
5.18853E+13,0.287744304,0.61313752,3.344727485,1
4.03044E+16,0.073128925,0.547953599,11.63907425,2
9.4336E+14,0.931278783,0.562368704,4.605132745,2
7.74065E+13,0.999401379,0.160853966,23.35733401,4
2.48982E+13,0.45771127,0.179410349,12.64736863,4
2.7887E+15,0.287010415,0.758589362,14.88289405,1
3.83862E+15,0.164968477,0.849473517,11.95071222,1
1.35711E+15,0.073421059,0.279418008,6.445518452,2
4.94317E+15,0.764729899,0.566132997,7.576475063,2
7.61763E+16,0.366590397,0.857210851,24.46011132,1
9.71017E+14,0.698502037,0.436479352,8.875355689,2
6.13424E+15,0.013645566,0.879038442,11.86448521,1
8.01931E+15,0.507815498,0.739581295,10.70762326,1
1.52997E+17,0.656764459,0.091940719,24.19050512,2
1.35153E+15,0.975885512,0.820206545,2.649697301,2
8.77905E+16,0.479647715,0.300291959,21.1360835,2
9.91751E+14,0.938539383,0.340426169,19.85548521,4
8.20097E+13,0.219806766,0.553565469,19.01553151,4
1.03379E+14,0.63849305,0.450350625,15.28478027,4
9.42268E+16,0.282665138,0.31859121,5.418929401,2
1.22586E+14,0.979549454,0.771659604,4.656234915,1
1.13665E+14,0.350237188,0.692229017,3.903631381,1
9.37269E+15,0.80343601,0.234448907,11.31634204,2
1.53027E+17,0.263832603,0.646103958,27.60905706,2
2.01496E+13,0.698718285,0.108281705,5.577147037,4
2.2845E+14,0.619259326,0.836460072,11.88279952,1
1.79094E+15,0.913480318,0.731728453,8.505542609,1
1.5851E+14,0.939525978,0.866177236,4.773310837,1
3.62332E+13,0.641278874,0.612073728,4.036815318,1
6.39257E+14,0.306115916,0.829101127,5.216502763,1
1.43608E+17,0.917463843,0.355675105,18.03526526,2
1.84208E+14,0.963931853,0.759271781,7.030531844,1
8.7808E+16,0.139730926,0.288837888,18.64077096,2
4.59454E+15,0.165204566,0.366010223,6.753384328,2
7.72945E+16,0.102420258,0.194187246,12.35567832,2
5.24515E+15,0.58065513,0.477964723,6.833975942,2
3.31302E+15,0.8443921,0.169503307,16.312011,2
8.35411E+16,0.492789815,0.522473975,9.842502383,2
2.30024E+13,0.69712372,0.563600181,6.296762205,3
8.78437E+16,0.67772707,0.170382515,15.40270212,2
1.94743E+14,0.873266455,0.858135958,7.422233926,1
7.36646E+14,0.569147724,0.303881809,11.52412492,2
3.40154E+14,0.210240775,0.417850608,9.227312987,2
8.56707E+15,0.463164684,0.635970389,5.604012836,2
6.09125E+13,0.358080702,0.520225666,14.33522867,4
8.21043E+13,0.011047438,0.097929585,4.658895592,2
7.17611E+16,0.312241435,0.395547706,17.1337437,2
3.68249E+14,0.909815156,0.169575864,18.80189883,4
1.43642E+17,0.755403039,0.659188117,18.74664492,2
1.49506E+15,0.829831434,0.400961746,8.560906604,2
2.03703E+14,0.992218231,0.855742528,1.588708914,2
1.53047E+17,0.968791775,0.997865049,27.20755494,2
1.66249E+14,0.609731586,0.88954461,8.669216638,1
9.42545E+16,0.82965531,0.765095667,22.24011186,2
4.12477E+16,0.296216101,0.120979948,10.1850556,2
2.14972E+13,0.061183632,0.876999316,8.575198138,1
1.97497E+15,0.237276897,0.734621716,6.381448931,2
6.21153E+15,0.66447043,0.609261117,9.055540345,2
4.73686E+14,0.274882587,0.749944598,4.296525751,1
7.69984E+16,0.556702575,0.550864651,19.34267906,2
4.61586E+16,0.68747733,0.40238532,13.39883195,2
7.96042E+14,0.523941535,0.376553175,23.21755048,4
1.73797E+13,0.77897667,0.480939889,25.67101856,4
6.8377E+13,0.964262216,0.752173249,8.041575821,1
1.27211E+17,0.390026976,0.222742723,18.07184132,2
5.78586E+14,0.766396237,0.956043287,9.900431366,1
4.35284E+16,0.595695308,0.456238046,16.82628782,2
8.55818E+15,0.934977638,0.745828262,7.5794561,2
1.05292E+14,0.199024396,0.887250607,7.642179757,1
1.11881E+16,0.640970495,0.601933414,15.86580917,1
7.63724E+16,0.87755817,0.215837384,13.97824128,2
4.92784E+13,0.629206945,0.373132299,14.90553399,4
5.27208E+16,0.753170775,0.329441012,15.17706759,2
8.89129E+13,0.569267476,0.852648139,4.035476445,1
1.25824E+16,0.698453743,0.20543356,6.376346922,2
8.79626E+16,0.761159374,0.747874685,18.71347368,2
1.71451E+14,0.337846115,0.904609898,21.28985185,1
1.46396E+14,0.674973446,0.675157096,3.445569015,1
6.67133E+14,0.717282693,0.945831397,17.53904482,1
2.32396E+14,0.863754848,0.947057131,3.418464181,1
1.18045E+14,0.450115865,0.437417037,12.20362249,4
8.40637E+16,0.26705151,0.340919148,13.0106117,2
6.08391E+13,0.464444816,0.516004944,11.44713309,4
7.21294E+16,0.224667672,0.199775009,16.02993695,2
3.18724E+16,0.489007545,0.430363514,13.09272056,2
2.02451E+13,0.784074288,0.986688894,4.347779877,1
2.01527E+14,0.532837279,0.229848019,11.32095846,4
5.57562E+14,0.043937932,0.152596997,3.933822816,2
1.54876E+17,0.05860834,0.348171236,24.32206933,2
7.21466E+16,0.772932034,0.361975971,14.30175003,2
3.22218E+15,0.780392319,0.75724666,13.38023601,1
9.75352E+13,0.595088161,0.385306468,4.251808532,2
1.13531E+14,0.979700689,0.964903942,5.866068243,1
9.67751E+13,0.85065074,0.721464243,4.033395651,1
1.97066E+13,0.999814651,0.874141401,32.09330767,4
4.93562E+14,0.453737623,0.084660427,36.07368983,4
1.56314E+16,0.118610814,0.899479968,10.30933106,2
1.65391E+13,0.901801965,0.832816187,26.10576353,4
1.56479E+16,0.059286142,0.726224645,11.35183065,2
1.01424E+15,0.591710597,0.606176745,6.307992714,1
1.84087E+13,0.672240442,0.83769226,10.21525605,1
2.77803E+15,0.869176583,0.840103118,14.09784098,1
1.72261E+14,0.450765971,0.635775412,30.61720488,4
2.66925E+15,0.277795335,0.309184496,36.31927061,4
2.4814E+14,0.006908184,0.783567104,2.696179303,2
4.51249E+13,0.559030178,0.178942742,9.740020989,4
1.75592E+16,0.387257887,0.458594283,13.67235764,2
1.24516E+14,0.861130291,0.942324983,18.08475893,1
6.07378E+13,0.052987834,0.78597519,1.827250754,2
1.612E+13,0.749680857,0.986248483,12.05296526,1
9.0908E+14,0.754353797,0.409443623,4.302356397,2
8.87689E+16,0.465010156,0.212279315,20.92269576,2
2.93265E+14,0.402297446,0.996644783,2.709926134,2
8.40792E+16,0.045859295,0.176828126,15.10042471,2
7.71676E+16,0.500718183,0.285796698,15.06285471,2
1.59976E+15,0.977792512,0.923977095,14.92991931,1
1.66445E+15,0.885215254,0.709797638,24.97161691,1
1.12396E+16,0.832732227,0.949231531,23.50119744,1
1.7192E+15,0.161536293,0.759525647,2.533060586,2
1.05429E+15,0.735985507,0.834990622,10.93962813,1
4.24208E+14,0.792123414,0.384845454,18.98152062,4
1.87666E+14,0.79554524,0.327017348,11.37735035,4
4.62155E+16,0.880484393,0.413226538,17.74810947,2
3.75045E+14,0.854911773,0.957979404,17.04246098,1
1.54968E+17,0.592363797,0.438053388,24.39305192,2
8.42978E+13,0.012453642,0.199764577,7.260285363,3
1.66073E+13,0.707165464,0.854268962,22.88562601,4
7.731E+16,0.178299389,0.107757623,12.32846975,2
1.60869E+13,0.228358837,0.411106304,4.729737659,3
1.95619E+16,0.296710405,0.178404651,28.69144658,2
7.53687E+16,0.160608483,0.630394371,15.01697259,2
7.78463E+16,0.964928109,0.764641924,18.99889276,2
5.90793E+13,0.449305544,0.980183721,7.065009389,1
3.69219E+15,0.373057124,0.864177622,11.2015454,1
9.98192E+13,0.063086524,0.836882097,8.042643477,1
1.95807E+16,0.885238538,0.400933249,17.39023802,2
7.78633E+16,0.260002039,0.282476166,21.7031051,2
2.46114E+13,0.059925986,0.294066559,4.579628242,3
4.27872E+15,0.531195614,0.120310078,15.89538682,2
1.32683E+15,0.34111967,0.534997525,6.310875273,2
5.33486E+13,0.905424885,0.667996796,11.09620944,3
1.99549E+14,0.642991847,0.895999268,13.41999576,1
1.25722E+14,0.451444073,0.997323608,13.92996822,1
2.19388E+14,0.507139679,0.672168481,9.543682684,1
4.63277E+13,0.365913286,0.336718132,9.070782751,4
3.26382E+16,0.196978262,0.857047719,25.39355282,1
8.27267E+14,0.06126791,0.664221026,7.857488206,1
1.87948E+13,0.382685576,0.964736569,6.146219501,1
9.01958E+16,0.438877814,0.798088402,22.0564938,2
1.12435E+14,0.993542842,0.814328712,9.679570915,1
1.2629E+16,0.456789373,0.459435937,8.60946958,2
8.87962E+16,0.145163978,0.130691786,18.39063291,2
1.62938E+14,0.004617137,0.220677451,4.005075971,2
1.27367E+17,0.028968079,0.237457358,14.6598918,2
1.9604E+16,0.238126586,0.742239756,18.09933897,1
6.50101E+14,0.081631325,0.905577193,5.237228196,1
2.27344E+14,0.368410485,0.436780887,19.94865707,4
4.12692E+16,0.806963285,0.38073687,14.40838768,2
8.13422E+14,0.755425175,0.58652864,22.19502101,3
2.11401E+15,0.827973392,0.980142881,7.871211461,1
2.06643E+13,0.325856836,0.630859229,8.719070865,4
3.98107E+13,0.745869643,0.651555537,5.847568002,1
7.84342E+14,0.889734655,0.708654184,3.937540759,2
9.34689E+13,0.713360932,0.40076687,3.082184425,2
3.71645E+15,0.832377361,0.753184111,15.34540402,1
1.65461E+13,0.91370813,0.36381461,17.07025491,4
1.2794E+17,0.713806366,0.892197224,11.53987772,2
7.34119E+15,0.295085225,0.111768223,13.18944678,2
1.48464E+14,0.812837754,0.713697467,4.831620093,1
5.1797E+16,0.15205826,0.534396243,13.12907876,2
8.00732E+15,0.99083926,0.62023405,12.67142512,1
1.40454E+16,0.996098974,0.181201516,10.86902422,2
2.16679E+14,0.406345182,0.890357579,10.66388544,1
3.88342E+15,0.343662764,0.89857489,24.94111326,1
2.69043E+16,0.574754449,0.786587841,15.55473371,2
5.64095E+13,0.122199082,0.528562964,13.09598854,4
1.22977E+15,0.101328057,0.822455114,25.91578309,1
2.8692E+14,0.107256295,0.61343704,7.034428373,1
2.14747E+15,0.650304279,0.484322609,4.806466585,2
7.78879E+16,0.358616799,0.319652956,17.50606017,2
4.24528E+15,0.56109379,0.255206879,7.743355119,2
2.9586E+14,0.721214349,0.531653813,3.710683566,2
6.48349E+13,0.911668676,0.983362162,12.76300613,1
4.13544E+13,0.0674842,0.49546816,10.81328915,4
5.88817E+14,0.309519273,0.636472636,8.557844021,1
1.78614E+13,0.769514457,0.705738032,16.56497091,4
1.66818E+14,0.094754142,0.584056176,2.654560797,2
7.12974E+15,0.398835727,0.152973796,7.651592826,2
1.25052E+15,0.919392232,0.37076726,8.646033734,2
2.05339E+13,0.165858115,0.104021429,18.14460935,4
6.91327E+15,0.00843229,0.651487366,13.72636405,1
1.02732E+14,0.1565173,0.374509531,10.53944244,4
1.45178E+14,0.462782817,0.933688929,2.571591845,2
4.33711E+14,0.086466496,0.962836363,7.904977208,1
9.4273E+16,0.783031564,0.2818116,12.42456386,2
8.57636E+15,0.546521213,0.886861515,18.64156832,1
4.45921E+13,0.790199361,0.725414529,4.13104578,1
3.4211E+13,0.269649363,0.640192493,23.85474322,4
9.03082E+16,0.534287043,0.664784587,14.96666822,2
9.03509E+16,0.973660448,0.858006552,26.71456794,1
5.58053E+15,0.7180384,0.694334668,9.462818318,2
1.63835E+13,0.028924855,0.684685134,23.6218302,4
4.13001E+16,0.962190618,0.740722735,8.211281665,2
7.64216E+16,0.97269662,0.16505318,17.6197677,2
1.43972E+15,0.3207193,0.826315723,8.414303926,1
1.9322E+15,0.769654121,0.666904412,7.858263961,2
1.83348E+13,0.666004577,0.771356412,9.5402632,3
1.66319E+15,0.210378723,0.51735011,16.06742259,1
3.31042E+16,0.598607122,0.22972999,23.39096001,2
2.72896E+15,0.634283082,0.132323948,20.01887192,3
1.68666E+15,0.911614036,0.880271825,9.500661872,1
7.73261E+16,0.911678034,0.435834995,15.57151178,2
4.44812E+16,0.819107642,0.494765647,17.27601084,2
8.12234E+13,0.32927791,0.53380091,19.95256292,4
7.53904E+16,0.032692472,0.471104302,17.65352526,2
3.11676E+14,0.154388432,0.950534484,22.0719075,1
7.73476E+16,0.661104154,0.948918599,19.88307178,2
2.95029E+15,0.905203934,0.603332823,10.04665039,1
1.70633E+13,0.265695489,0.840294111,21.70328122,4
9.42907E+16,0.125698346,0.46199629,14.85724693,2
1.54385E+13,0.962488516,0.103825123,6.139998362,4
1.53526E+14,0.240684225,0.75558145,6.093483238,1
7.74111E+16,0.4865647,0.351166416,13.55666022,2
2.32585E+15,0.877109225,0.400815827,13.67720572,2
7.65807E+16,0.342598441,0.403793342,19.65342682,2
1.0768E+15,0.648023993,0.609411083,11.91875518,1
8.40953E+16,0.385958687,0.500009819,17.79637306,2
6.74423E+15,0.345225164,0.723435126,12.66460162,1
1.81493E+13,0.423198456,0.899561022,1.298746256,2
1.70767E+14,0.62395789,0.452768671,18.42480979,4
5.37899E+15,0.474850357,0.957512914,12.61388711,1
3.25684E+16,0.595732236,0.404114188,13.92478891,2
7.881E+14,0.252944935,0.499637974,3.762771454,2
5.35741E+13,0.99394855,0.827324214,27.04065356,4
1.41749E+16,0.520069781,0.735899046,11.39503423,2
4.54147E+16,0.609371957,0.459933507,18.69361035,2
1.56718E+16,0.353258807,0.797511548,12.4986913,2
3.23649E+16,0.877567362,0.256055148,10.61778366,2
1.9827E+16,0.357989191,0.47806073,16.15588379,2
1.03271E+15,0.441870825,0.987223085,16.48806107,1
2.48434E+15,0.525550967,0.499984108,5.859866989,2
4.23564E+13,0.369539631,0.885013079,4.674160895,1
3.57624E+15,0.786348206,0.080679232,15.34455811,2
1.26481E+16,0.0619199,0.989246369,17.24680729,1
1.33528E+14,0.928317991,0.255599905,8.183048741,3
2.73775E+15,0.349562619,0.679577332,14.46119903,1
2.15389E+14,0.550126778,0.56515539,9.189474101,1
8.4135E+16,0.060651834,0.177328464,24.2604738,2
7.79386E+16,0.64090769,0.427114826,16.81946349,2
2.87343E+14,0.772001204,0.746550387,8.988698845,1
7.66189E+16,0.011911354,0.585839768,17.14225712,2
3.00727E+14,0.235046835,0.566732755,15.36058508,3
8.61363E+13,0.038642572,0.784056192,21.5628955,3
2.10071E+16,0.482723141,0.546282613,8.211360065,2
4.87291E+14,0.726651418,0.548149685,21.10939026,4
8.41593E+16,0.410789138,0.921019655,27.12979264,1
1.60249E+14,0.189836677,0.919150597,15.80289143,1
5.68547E+14,0.259410056,0.823994104,10.12650425,1
1.55132E+13,0.960431466,0.563559227,18.57263087,4
2.96735E+15,0.91585394,0.525901997,4.635014904,2
1.21524E+16,0.489386348,0.567804196,13.08789367,2
8.0147E+16,0.202778527,0.057036203,17.49609492,2
1.27955E+17,0.188349056,0.486845942,15.79894443,2
5.24022E+14,0.82636361,0.726459978,9.972307265,1
6.7733E+15,0.639973783,0.811967994,7.658236119,2
3.07235E+14,0.461924715,0.541550168,14.02656458,3
4.97695E+15,0.450316593,0.62496947,8.956732803,2
8.43195E+16,0.072216795,0.104789837,14.74573155,2
2.26422E+14,0.239798977,0.805703127,4.014707252,1
5.24676E+15,0.906138444,0.887030794,14.3123559,1
2.60397E+13,0.503984056,0.427763032,10.0449996,4
1.59576E+15,0.842483074,0.602369947,13.8742063,1
2.70019E+16,0.746910808,0.30577867,10.49601835,2
7.88031E+13,0.726102386,0.906098139,4.785595958,1
7.94196E+13,0.728084449,0.301367402,19.62478706,4
5.83097E+13,0.784029508,0.760477112,5.911581108,1
1.0952E+15,0.632513825,0.91272904,4.988134386,2
1.23791E+16,0.506239523,0.90993139,11.94630293,1
2.40829E+14,0.150917441,0.930474345,8.852800185,1
8.89155E+13,0.955689612,0.218614368,19.32947836,4
1.24048E+16,0.721548444,0.772593854,8.351790989,2
1.28282E+17,0.501133868,0.12876599,29.23940317,2
3.16907E+13,0.380924172,0.651071886,20.50515192,4
1.60857E+14,0.547289076,0.618056219,5.940982669,1
8.60339E+16,0.855690489,0.888561496,18.22763098,2
4.13835E+15,0.907743309,0.525227506,5.665617053,2
5.18457E+16,0.082794818,0.37129726,12.54394369,2
2.44294E+14,0.825198676,0.636489831,9.616220259,1
4.74928E+15,0.395535401,0.39291545,9.478303793,2
1.62368E+14,0.144657368,0.450348064,17.06834655,4
8.22624E+13,0.380852631,0.586273511,20.67653339,4
4.35468E+16,0.21457446,0.278457525,17.95734076,2
1.5622E+14,0.821492557,0.574709902,22.00564688,4
5.70952E+15,0.768635896,0.406071875,6.448496298,2
4.79331E+16,0.879609049,0.932060249,17.17948823,2
1.5507E+17,0.809685048,0.180746063,23.90755767,2
1.13203E+16,0.27206283,0.333714814,6.748958638,2
4.45474E+13,0.337375656,0.925599505,50.23266952,1
2.66622E+13,0.206242465,0.395287361,9.471032297,4
1.43692E+17,0.912898872,0.62480937,18.67473424,2
2.09551E+16,0.07516906,0.676340551,12.16234246,2
8.96211E+16,0.249231108,0.228864078,17.58070802,2
2.88453E+13,0.428627497,0.550878489,9.386072827,4
2.45642E+16,0.615354059,0.488072264,11.78797734,2
1.80117E+14,0.922774134,0.371371745,7.482850979,2
8.0715E+15,0.664269675,0.978120953,13.08769042,1
2.6369E+13,0.333446114,0.479469513,17.30562092,4
4.77483E+15,0.516549337,0.558079532,5.371918233,2
2.85376E+14,0.295064108,0.15302284,6.311311987,2
9.88577E+13,0.527923165,0.663594468,18.27184358,4
1.59097E+15,0.364392477,0.427648577,7.945569907,2
3.9677E+14,0.181836448,0.770914019,16.50419895,1
8.61467E+15,0.979628197,0.58741034,11.51648496,2
7.07738E+13,0.628589534,0.968549154,7.733316614,1
1.74882E+13,0.490405428,0.944071196,18.52419862,1
1.41625E+15,0.34275667,0.9288307,19.51511091,1
8.01722E+16,0.02978184,0.584403265,26.81912262,2
2.93836E+13,0.317615179,0.054887248,4.953398697,3
9.12095E+13,0.250397061,0.918763107,10.22260114,1
1.008E+14,0.719067626,0.987733855,12.20922662,1
4.89839E+13,0.646664079,0.951579369,11.71060081,1
8.12579E+14,0.148305818,0.805541657,6.852461408,1
1.06699E+14,0.451645753,0.89657468,9.700595732,1
5.30665E+13,0.347099187,0.729685312,10.33961774,1
8.35641E+16,0.127303409,0.672708912,19.76650306,2
4.61288E+15,0.772639587,0.880760559,8.724837552,1
4.69534E+14,0.381691857,0.465556238,9.295185954,2
2.04752E+14,0.531131732,0.475755506,3.741458254,2
3.37389E+16,0.939505926,0.891662624,25.08356272,1
7.74266E+16,0.091655462,0.382893764,9.833184126,2
3.28598E+13,0.322822767,0.444268928,8.170464892,4
3.15954E+13,0.505000131,0.259085843,5.627515662,4
1.67827E+16,0.901458417,0.480416141,8.325394735,2
3.40608E+13,0.187909601,0.748926664,2.452200763,1
1.83957E+15,0.757077197,0.868168301,7.212674589,1
4.04033E+15,0.907621076,0.46074667,7.806847318,2
1.15928E+16,0.866795375,0.124612695,6.93322591,2
3.80084E+15,0.271388637,0.614277181,6.036558007,2
4.31276E+13,0.280727348,0.459111089,8.938375619,4
4.50123E+13,0.239725225,0.530604862,10.62372688,4
5.28606E+14,0.739179086,0.873524251,4.00532982,2
8.04035E+13,0.197180477,0.484712359,2.048001472,2
9.08173E+16,0.846673885,0.320976462,18.39541492,2
4.52526E+15,0.015721301,0.49100252,5.799255292,2
5.5836E+13,0.882741823,0.361924318,12.81838059,4
1.28479E+17,0.689661498,0.35994625,24.09802408,2
3.965E+13,0.374315525,0.764211224,20.41274515,4
1.03389E+16,0.311850914,0.135446393,17.19828487,2
4.50681E+15,0.626040341,0.396251794,5.382719064,2
9.08421E+16,0.147516285,0.555604521,22.24122766,2
1.3645E+16,0.362415701,0.534147677,13.36836704,2
2.17553E+15,0.151588091,0.695220577,15.21646678,1
3.85912E+15,0.631125482,0.806151292,19.66766574,1
5.27815E+13,0.514176871,0.305174434,15.81730912,4
8.65074E+15,0.026556858,0.989841399,21.31285903,1
5.66839E+14,0.4843388,0.869406229,4.443957006,2
1.60615E+13,0.691683951,0.088294807,16.00140823,4
9.53406E+16,0.70490287,0.542722848,22.12021947,2
1.28314E+17,0.60799992,0.392863534,18.23972399,2
8.77445E+14,0.444885433,0.6432373,8.082379941,1
3.73299E+15,0.483425961,0.69136702,9.732289567,1
1.41912E+16,0.514328112,0.679011434,10.61133454,2
7.24157E+13,0.445795403,0.748278986,2.733539243,1
4.05367E+13,0.636619034,0.949296252,14.83261089,1
1.07374E+16,0.785200424,0.866506614,13.90842318,1
6.36882E+13,0.644645607,0.798889801,2.946381215,1
3.01718E+13,0.475920429,0.392407781,15.17251835,4
2.8684E+16,0.55125814,0.550453573,18.71821493,2
2.54966E+15,0.646671734,0.90426178,13.62675412,1
9.08967E+16,0.507874317,0.910258975,26.1697416,1
4.31331E+14,0.133811137,0.631273759,26.7543267,4
2.70807E+16,0.288963842,0.502687445,15.78286142,2
1.52813E+15,0.187744367,0.968302615,28.25362028,1
3.43988E+14,0.37351031,0.660632066,18.94864215,3
5.2728E+15,0.949971033,0.886818335,18.74749478,1
3.55294E+14,0.751961475,0.522643974,12.19764698,3
4.27357E+16,0.968147136,0.422478884,15.7652105,2
8.60631E+16,0.21639272,0.19729628,20.93605787,2
2.71331E+16,0.743310165,0.606075591,12.72121233,2
1.12974E+14,0.064802683,0.933138062,2.400918312,2
3.84856E+13,0.021589337,0.95881154,29.84103107,1
8.96499E+16,0.779119547,0.250255494,13.65338747,2
1.70874E+14,0.057319953,0.258436357,35.27051478,4
3.30438E+14,0.424172409,0.932668,3.119005591,2
1.21886E+15,0.493569472,0.542081353,24.55121738,3
8.64746E+15,0.704903195,0.387549846,5.763787325,2
1.19078E+14,0.247457749,0.782411776,3.106807225,1
1.61217E+13,0.772560871,0.2969787,9.495539209,4
1.13146E+14,0.198127348,0.829779773,13.47447858,1
1.29042E+16,0.857709257,0.656171037,11.99570492,2
3.03581E+13,0.633931946,0.228017221,17.58468264,4
3.23332E+15,0.826257655,0.660513821,20.26767809,1
5.30309E+15,0.031852952,0.831017655,16.45971576,1
8.63806E+15,0.445257479,0.4430624,6.058064213,2
5.44426E+13,0.47321623,0.332947805,18.44531668,4
2.91474E+14,0.471774882,0.319807017,24.05770281,4
4.67524E+16,0.711804573,0.086544054,15.73364499,2
7.88745E+13,0.726299914,0.809359146,24.18258306,3
1.52896E+16,0.747380889,0.356833523,14.12911231,2
2.87736E+13,0.998136773,0.669823256,13.56429538,4
2.49828E+13,0.725479162,0.543160266,9.614138237,4
8.96681E+16,0.876315856,0.668154391,17.01888718,2
6.11328E+14,0.505638852,0.809963492,31.35031668,1
1.7217E+13,0.575431715,0.476118083,15.44822921,4
2.50805E+16,0.789708202,0.763767838,4.93939664,2
3.26478E+16,0.244491446,0.05650474,15.65804238,2
2.13467E+15,0.200673129,0.787875041,10.35825185,1
8.02016E+16,0.945587024,0.538576702,19.31615948,2
8.96003E+14,0.902663738,0.416199453,3.93057419,2
3.44052E+13,0.565621874,0.862934783,28.87918583,4
3.94697E+15,0.207790964,0.826668387,24.19100901,1
3.26636E+16,0.481954661,0.932892463,15.76956981,2
3.20527E+13,0.79307247,0.656760021,25.39566111,4
1.55408E+17,0.174415689,0.28665873,27.96593445,2
1.99293E+16,0.031913462,0.560881252,25.62145558,1
2.34805E+13,0.298067868,0.52294459,22.53399999,4
