Mass,Gamma,b,Velocity,class
8.19645E+13,0.672568775,0.977297758,8.004077003,1
3.92243E+14,0.328453153,0.954588035,3.468374511,2
7.65316E+16,0.108778137,0.222123938,19.16439275,2
4.3022E+13,0.901537054,0.565594255,14.1473132,4
5.65623E+14,0.482520538,0.323990006,4.062789252,2
4.02015E+13,0.778448999,0.820201734,5.825894623,1
7.52687E+14,0.321283379,0.413230173,4.727992629,2
5.32217E+13,0.519350807,0.709166651,3.5337508,1
5.14213E+16,0.641266109,0.746558345,15.6416076,2
8.89428E+14,0.798385,0.816230366,6.062357526,1
4.34091E+16,0.091267343,0.35335524,16.97093357,2
2.19195E+13,0.486373234,0.409158886,13.68462587,4
2.34836E+16,0.170746805,0.63904639,6.05689446,2
1.3159E+14,0.600577777,0.945027826,5.751591535,1
5.67294E+13,0.132888266,0.686010632,3.277034414,1
4.60335E+13,0.301372888,0.737898269,5.892067745,1
4.59971E+14,0.957626215,0.595970895,3.761565973,2
2.65842E+13,0.09225881,0.507505314,5.543044096,3
6.27267E+14,0.629059845,0.799966486,3.930302895,2
2.38449E+14,0.215927604,0.902700227,10.75404482,1
1.49449E+15,0.679205052,0.329636521,10.52366374,2
1.27393E+15,0.567840229,0.414497065,7.284524875,2
2.74994E+13,0.566362818,0.734843861,16.86173351,4
2.17816E+13,0.842812934,0.812272472,2.870577807,1
1.8977E+13,0.653854481,0.678213188,4.208493471,1
2.13415E+16,0.820397735,0.669647501,16.52342988,1
2.01981E+13,0.562830415,0.133623645,6.032170453,4
1.21994E+16,0.389912742,0.835682233,12.16097881,2
9.04748E+16,0.795909304,0.331180572,17.13648801,2
7.19605E+13,0.722821994,0.837255594,13.92823954,1
7.0656E+13,0.655158006,0.56443357,11.70425727,4
4.07158E+13,0.131497657,0.770706989,4.002856735,1
1.91736E+15,0.70796509,0.748805256,5.313882947,2
1.91612E+16,0.191362634,0.80637644,7.072452883,2
1.48199E+14,0.267132655,0.404337765,14.16619966,4
1.76033E+14,0.738433559,0.428981844,2.663243765,2
4.59967E+13,0.436036173,0.200723235,8.586476119,4
7.37755E+16,0.940048217,0.163390502,14.22149668,2
1.50568E+14,0.583069753,0.611330556,3.223378543,1
3.00803E+13,0.946701008,0.535335479,13.29963461,4
8.42344E+16,0.904753086,0.305544935,15.69636676,2
3.22157E+13,0.291937137,0.231863924,12.60690794,4
7.63421E+14,0.783809973,0.999969761,10.52024959,1
4.10425E+14,0.330430628,0.603543953,7.214602146,1
8.96512E+16,0.397586061,0.419280405,12.32698408,2
1.93094E+16,0.880620267,0.638973302,14.93353442,2
9.16716E+13,0.667672879,0.76863524,9.672712374,1
7.42437E+16,0.353546764,0.427636529,21.91640896,2
4.4022E+16,0.164714221,0.140405289,16.64423753,2
2.46119E+14,0.766285592,0.976395026,3.961401307,1
8.05909E+14,0.527334943,0.784472654,6.274032527,1
4.06138E+14,0.934106198,0.799090916,5.698727362,1
2.70756E+13,0.102540933,0.660709722,2.05284006,1
1.36739E+14,0.666234192,0.238242707,18.88263822,4
4.12323E+13,0.144006996,0.901770013,18.96067824,1
5.25753E+14,0.551723437,0.900144441,8.469037177,1
5.69101E+13,0.111059433,0.557797217,7.945686032,3
1.0455E+16,0.934337471,0.839940559,14.91719984,1
1.73515E+13,0.281131771,0.944995961,3.334585453,1
2.86229E+13,0.125745093,0.136554709,6.222729823,4
5.92432E+16,0.518659985,0.242198863,17.291233,2
7.37958E+16,0.325047064,0.746211259,20.03660209,2
3.69227E+13,0.76227308,0.156043556,3.574783881,2
8.06049E+16,0.646568077,0.081820858,14.40857907,2
3.12744E+16,0.030066173,0.560450859,17.11518204,2
2.41023E+16,0.721447143,0.208343958,11.75264028,2
8.1435E+13,0.536172703,0.62800513,21.42514797,4
7.26289E+16,0.72967854,0.808315236,2.727747985,2
7.67761E+16,0.601414453,0.332705822,18.9831337,2
7.22059E+16,0.983277954,0.105202169,18.04858389,2
1.5323E+16,0.40369668,0.903863749,15.4947275,1
3.75385E+13,0.777206624,0.936717972,15.41358081,1
2.40183E+16,0.301184226,0.476714593,12.47591048,2
1.6191E+13,0.788190068,0.330924116,5.790797095,4
7.38327E+16,0.08214188,0.480272543,20.56379886,2
3.80185E+13,0.806696455,0.246146887,13.20408204,4
8.60775E+13,0.330721007,0.429510007,6.563876304,2
2.18608E+13,0.796084976,0.327828321,5.395339846,4
6.28347E+13,0.91279994,0.579787578,3.420294601,1
4.32948E+13,0.580077071,0.84952886,3.290027289,1
7.38707E+16,0.01764479,0.202778203,17.65252061,2
7.82622E+14,0.846188304,0.889016538,6.677337873,1
3.0896E+14,0.128989817,0.289133167,5.869647494,2
1.25464E+17,0.265525395,0.130718408,14.20065798,2
1.84278E+14,0.868898295,0.225011924,16.44858193,4
2.56452E+14,0.235266556,0.592929317,8.151761087,1
1.78523E+13,0.657519412,0.67229504,35.1215543,4
1.41881E+15,0.548224889,0.999751303,10.37476029,1
8.42666E+16,0.916944193,0.51965685,14.32751973,2
1.6091E+13,0.332020873,0.85618149,11.8850059,1
3.50788E+13,0.030884463,0.091029651,4.446101648,3
1.76647E+15,0.440314052,0.771834596,4.874205276,2
5.88304E+14,0.840810928,0.804192267,3.824968217,2
1.02584E+16,0.601652108,0.274815253,7.483705682,2
3.35329E+15,0.991910724,0.39967124,9.119494183,2
1.58442E+14,0.378749312,0.808036306,6.140708474,1
3.90586E+14,0.212695533,0.272325937,21.64091022,4
6.04134E+13,0.229319963,0.287593568,2.870079867,2
1.32326E+14,0.23396017,0.216767789,7.42187534,3
1.61415E+13,0.415608287,0.922174539,16.84535651,1
8.0621E+16,0.511395351,0.509312189,15.22750656,2
9.55029E+13,0.361987416,0.825836001,4.551446039,1
2.40345E+16,0.0821794,0.242777769,9.960187398,2
1.31252E+15,0.537313846,0.729096688,21.3535286,1
7.20441E+14,0.498089947,0.467487599,3.569608745,2
1.90253E+13,0.268697062,0.417213484,5.455751523,4
2.16693E+13,0.537040301,0.854071138,4.338152004,1
2.65385E+16,0.491458896,0.726647149,16.058567,1
1.91164E+16,0.494200279,0.527183602,10.7867209,2
1.25754E+17,0.430934695,0.959970819,24.3672247,2
1.57989E+14,0.380660126,0.23128368,7.121912472,3
1.21286E+14,0.889771409,0.635335341,3.724320089,1
7.22313E+16,0.5107907,0.326967768,16.555134,2
1.08509E+16,0.381350874,0.914476195,11.48881841,1
8.13263E+16,0.154242145,0.307377432,13.55237075,2
4.7498E+13,0.196348415,0.314804218,18.64854062,4
7.65746E+16,0.795544445,0.931138169,7.80996528,2
4.51121E+16,0.557502877,0.454750948,9.751020299,2
1.7054E+13,0.83222522,0.540285676,7.014787479,4
1.64088E+16,0.569078028,0.38049973,18.69862396,2
8.07165E+16,0.110122019,0.240138349,13.69876812,2
3.11449E+16,0.399185989,0.334397913,39.04838398,2
1.55994E+13,0.241300183,0.120059372,6.392521957,4
8.44468E+16,0.619604506,0.241216639,26.47524001,2
4.04383E+14,0.22631858,0.784941075,3.02486072,2
3.4282E+14,0.740125568,0.346801998,3.737772474,2
7.25734E+14,0.540800941,0.237740619,2.836702968,2
1.14508E+15,0.571153291,0.701267324,6.693818443,2
9.53058E+15,0.315985885,0.347629038,7.187533651,2
2.40766E+15,0.471982003,0.744873033,26.23841023,1
1.94889E+16,0.884949228,0.23363247,9.286097557,2
8.48512E+16,0.718966205,0.402683819,22.02490706,2
2.92502E+14,0.309746389,0.931983786,4.66470482,1
4.51291E+16,0.001727424,0.567912393,22.70512945,1
9.55106E+15,0.387318803,0.410876161,8.970528038,2
4.06818E+13,0.59725552,0.704728243,6.532978039,1
1.04724E+16,0.410675369,0.958159388,11.80087833,2
4.63393E+13,0.185453215,0.215872919,1.815931551,2
2.44004E+14,0.409275143,0.800257164,2.820983321,2
2.16933E+14,0.239047877,0.496245481,13.58556078,4
1.45543E+14,0.85099964,0.571177534,8.667042701,1
2.09625E+15,0.36475444,0.895204841,6.041767267,2
2.08931E+13,0.087935603,0.15870587,5.026192077,4
9.59266E+14,0.450110797,0.791527657,11.55847489,1
4.69306E+15,0.773678214,0.653296698,7.131287025,2
5.04146E+13,0.078599564,0.743644771,3.949198537,1
2.85084E+16,0.871886789,0.950798259,16.69752126,2
4.12698E+13,0.142963368,0.023984669,14.95405412,4
7.68447E+16,0.891746417,0.876879462,22.42615615,2
5.26654E+13,0.648995048,0.339240472,9.036264354,4
1.12535E+15,0.472874096,0.457692252,3.523284052,2
9.80124E+13,0.724454624,0.236462002,13.66052517,4
7.68974E+16,0.064483202,0.416711801,24.70114701,2
1.83351E+14,0.018045629,0.481122973,12.06565406,3
1.05187E+16,0.220565997,0.248270054,13.94737378,2
2.31699E+13,0.277280929,0.96498287,3.725187178,1
3.46402E+15,0.739964108,0.42328561,9.669575509,2
2.88018E+16,0.963419827,0.354923526,15.96689966,2
6.9403E+14,0.742492445,0.741509154,5.296102244,2
6.87359E+13,0.415425463,0.928569017,19.07825339,1
4.47954E+13,0.373734433,0.520801283,5.412546853,1
5.45299E+15,0.593254543,0.879668971,9.77224732,1
7.24335E+14,0.959545631,0.17495745,4.342777489,2
1.92265E+13,0.510402423,0.235950918,11.27418777,4
2.45278E+15,0.592565763,0.64969798,4.235093799,2
2.28458E+13,0.758407289,0.889646524,6.059119323,1
2.28286E+14,0.755067487,0.106912174,3.095932336,2
3.78252E+13,0.982507884,0.444402203,5.389802386,3
5.25395E+14,0.365907831,0.181996857,18.36608364,4
1.59693E+13,0.462366471,0.920320701,3.819368322,1
1.7253E+14,0.519979777,0.768023151,11.97092358,1
6.26443E+13,0.799338074,0.761538466,3.620486024,1
1.27741E+14,0.379381108,0.365216557,21.41869667,4
3.11605E+16,0.067298361,0.642619304,18.89162213,2
5.68977E+13,0.418442732,0.702396055,26.48556501,4
3.13955E+14,0.961838655,0.403151949,3.255764052,2
8.52895E+14,0.050737051,0.383844412,7.862778601,2
1.38856E+14,0.321560415,0.96584232,3.91248124,1
5.4343E+14,0.900937772,0.788195561,7.581725009,1
8.71883E+13,0.139997146,0.90916659,37.97784244,1
3.02277E+13,0.804919533,0.987882378,22.48265659,1
1.25912E+17,0.059661341,0.353985929,7.817923339,2
4.64044E+15,0.868554781,0.955172476,21.76649812,1
3.85296E+13,0.609916928,0.425127465,31.25889647,4
8.13738E+16,0.270383265,0.186237347,10.11455888,2
3.64257E+15,0.8461816,0.352534694,6.702326634,2
4.56815E+16,0.690418745,0.823776573,16.01487559,2
2.82121E+13,0.867993655,0.69944355,7.652959301,1
7.82187E+13,0.720517912,0.876821974,9.096061195,1
5.63038E+13,0.836275909,0.343790046,15.92869414,4
1.62027E+16,0.160630115,0.611965189,8.593680068,2
2.76552E+14,0.45563943,0.699183796,4.873144618,1
2.1326E+14,0.697173899,0.099692896,18.51899739,4
2.3692E+13,0.181378509,0.776002225,2.189508793,1
2.53471E+16,0.564668723,0.704855907,8.451943212,2
1.83821E+14,0.581601365,0.548119662,3.795122817,2
2.34078E+15,0.789387256,0.935519958,11.200675,1
7.26466E+16,0.768556591,0.681523086,27.48461689,2
2.53024E+16,0.428066827,0.927914391,13.94798818,2
7.48447E+15,0.945956784,0.935738503,8.363068081,2
7.93242E+14,0.321761389,0.903038381,8.718304848,1
5.92703E+14,0.850124946,0.975702045,4.812558657,2
5.26711E+13,0.773378581,0.291568893,12.77348277,4
1.09256E+14,0.584027721,0.453404499,17.13065211,4
8.50778E+13,0.661406458,0.378286358,18.03088666,4
5.33154E+15,0.750437324,0.693705769,5.270722927,2
4.7448E+13,0.493247568,0.463973389,8.056108967,4
2.41837E+16,0.811688911,0.956963791,11.65592927,2
4.36311E+13,0.070529563,0.525540703,4.720175805,1
9.03525E+16,0.922326124,0.422130792,19.01024581,2
1.46441E+15,0.388668029,0.57568005,7.924568546,1
6.82568E+13,0.365565011,0.485411689,18.41801099,4
8.486E+14,0.082000333,0.637241939,8.695101773,1
4.51665E+15,0.063586295,0.597052408,7.575025569,2
8.0809E+16,0.253270864,0.145743456,17.00562752,2
